Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DOMOVINSKI POKRET - DP;FOKUS;GRAÐANSKO-LIBERALNI SAVEZ - GLAS;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;MOST;"""PAVAO GROM - NEZAVISNA LISTA"" - ""PGnl"", DEMOKRATSKI HSS - DHSS, STRANKA UMIROVLJENIKA - SU";SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS;"STJEPAN KOŽIÆ - NEZAVISNA LISTA - SKNL, ""BANDIÆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""";ŽIVI ZID
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;037;PREPOLNO;PODRUÈNA ŠKOLA;PREPOLNO 3;44;22;22;21;1;1;1;0;11;0;0;4;4;0
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;038;ZADRKOVEC;DRUŠTVENI DOM;ZADRKOVEC 25 D;254;100;100;98;2;9;11;0;15;4;1;18;40;0
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;039;KOMIN;PODRUÈNA ŠKOLA;KOMIN 36;299;118;118;113;5;4;8;1;20;4;2;23;49;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;040;TOMAŠEVEC;DRUŠTVENI DOM;TOMAŠEVEC 28 D;157;73;73;69;4;6;13;0;17;0;0;6;25;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;041;RADOIŠÆE;DRUŠTVENI DOM;RADOIŠÆE 97B;207;82;82;78;4;4;13;0;16;0;0;10;35;0
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;042;ZRINŠÆINA;DRUŠTVENI DOM;ZRINŠÆINA 30 A;112;34;34;34;0;2;4;2;6;1;0;5;12;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;043;SALNIK;DRUŠTVENI DOM;SALNIK 31;137;49;49;49;0;2;2;0;16;1;0;7;19;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;044;MARINOVEC ZELINSKI;DRUŠTVENI DOM;MARINOVEC ZELINSKI 27;107;48;48;48;0;2;18;1;6;1;0;4;15;1
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;045;ŠULINEC;DRUŠTVENI DOM;ŠULINEC 26 A;207;96;96;95;1;4;14;2;14;9;1;21;26;4
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;046;KREÈAVES;DRUŠTVENI DOM;KREÈAVES 53;195;93;93;92;1;3;18;0;16;2;2;19;30;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;047;NOVO MJESTO;DRUŠTVENI DOM;NOVO MJESTO 44;109;50;50;50;0;3;3;0;4;11;0;8;19;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;048;POLONJE I;DRUŠTVENI DOM;POLONJE 8 A;185;72;72;70;2;3;11;0;10;5;0;6;33;2
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;049;POLONJE II;DRUŠTVENI DOM;POLONJE TOMAŠEVEÈKO 105 A;143;77;77;74;3;4;5;0;20;0;0;6;39;0
01;ZAGREBAÈKA ŽUPANIJA;grad;SVETI IVAN ZELINA;050;KELEMINOVEC;DRUŠTVENI DOM;KELEMINOVEC 22;93;43;43;42;1;1;5;0;10;0;0;3;22;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;001;BRAÆA RADIÆ;DOM KULTURE GALŽENICA - PRIZEMLJE;VEL.GORICA, TRG S.RADIÆA 5;1093;461;461;433;28;70;24;11;131;71;2;80;42;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;002;BRAÆA RADIÆ;DOM KULTURE GALŽENICA-KINO DVORANA;VEL.GORICA, TRG S. RADIÆA 5;786;284;284;268;16;34;12;10;74;49;4;71;7;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;003;BRAÆA RADIÆ;DJEÈJI VRTIÆ CICIBAN;VEL.GORICA, S. KOLARA 39;856;376;375;356;19;55;11;10;94;43;5;95;31;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;004;BRAÆA RADIÆ;DJEÈJI VRTIÆ CICIBAN;VEL.GORICA, V. VIDRIÆA 2;1129;459;459;442;17;63;16;16;87;80;4;124;34;18
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;005;HRVATSKI VELIKANI;CVJETNO NASELJE - SKLONIŠTE;VEL.GORICA, CVJETNO NASELJE 18 A;1447;609;608;589;19;83;23;41;131;91;1;175;37;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;006;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VEL.GORICA, KRALJA TOMAŠEVIÆA 21;1319;591;591;563;28;79;17;24;165;79;3;146;31;19
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;007;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;VELIKA GORICA, KRALJA TOMAŠEVIÆA 21;506;233;233;227;6;58;8;10;50;24;2;52;16;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;008;MILJENKO GRANIÆ;PROSTORIJE GRADSKE ÈETVRTI;VELIKA GORICA, VINKOVAÈKA 2;1548;691;691;659;32;111;30;23;139;97;7;204;35;13
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;009;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VEL.GORICA, J. PUCEKOVIÆA 4;1477;544;542;525;17;75;17;19;130;90;5;148;24;17
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;010;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VELIKA GORICA, J. PUCEKOVIÆA 4;771;299;299;288;11;42;12;8;56;43;2;103;15;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;011;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VELIKA GORICA, J. PUCEKOVIÆA 4;1659;504;504;487;17;79;20;7;119;84;5;123;36;14
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;012;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIÆA 13;1366;603;602;580;22;83;30;24;167;85;2;142;37;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;013;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";VELIKA GORICA, R. BOŠKOVIÆA 13;1443;604;604;574;30;91;36;18;177;89;0;114;34;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;014;STARI GRAD;"OSNOVNA ŠKOLA ""JURJA HABDELIÆA""";VELIKA GORICA, ŠKOLSKA ULICA 1;1449;735;732;700;32;92;25;28;207;122;1;161;54;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;015;STARI GRAD;VATROGASNI DOM;VELIKA GORICA, ZAGREBAÈKA 3;1713;714;714;687;27;131;24;21;171;107;8;169;48;8
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;016;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VELIKA GORICA, J. PUCEKOVIÆA 4;1211;459;459;441;18;49;17;22;116;50;3;145;24;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;017;VLADIMIR NAZOR;ELEKTRA;VELIKA GORICA, S. KOLARA 17;551;205;205;196;9;30;7;7;43;33;1;65;6;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;018;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VELIKA GORICA, J. PUCEKOVIÆA 4;756;286;284;279;5;24;11;15;58;50;2;93;22;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;019;VLADIMIR NAZOR;PROSTORIJE GRADSKE ÈETVRTI;VELIKA GORICA, M. SLATINSKOG 4;966;388;387;376;11;52;11;13;93;42;3;130;27;5
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;020;KURILOVEC;VATROGASNI DOM;VELIKA GORICA, HORVATOVA 57;1426;596;596;570;26;70;22;12;183;112;3;131;30;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;021;KURILOVEC;"PROSTORIJE NK ""UDARNIK""";VELIKA GORICA, SPORTSKA 2;1709;651;651;635;16;93;24;9;178;111;4;139;60;17
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;022;PLESO;DRUŠTVENI DOM;VELIKA GORICA, Š. BREŠÈENSKOG 18;1200;642;642;612;30;82;15;24;228;56;4;142;49;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;023;RAKARJE;DRUŠTVENI DOM;VELIKA GORICA, RAKARSKA 55;940;446;446;421;25;57;15;9;153;60;2;69;47;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;024;BAPÈE;DRUŠTVENI DOM;BAPÈE 12 A;109;54;53;51;2;8;0;2;22;5;0;7;6;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;025;BUKOVÈAK;DRUŠTVENI DOM;BUKOVÈAK 18;51;27;27;26;1;1;1;0;9;0;1;3;11;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;026;BUŠEVEC-NOVO SELO;OSNOVNA ŠKOLA U BUŠEVCU;BUŠEVEC BB;916;426;423;414;9;37;15;15;141;31;4;112;52;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;027;CEROVSKI VRH;DRUŠTVENI DOM;CEROVSKI VRH 3 A;217;81;80;78;2;12;0;1;25;4;0;11;20;5
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;028;ÈIÈKA POLJANA;ZGRADA BIVŠE ŠKOLE;POLJANA ÈIÈKA 81;594;219;219;209;10;25;3;6;43;18;1;65;40;8
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;029;ÈRNKOVEC;DRUŠTVENI DOM;ÈRNKOVEC 55;387;147;147;138;9;30;0;3;44;14;2;22;18;5
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;030;DONJA LOMNICA;VATROGASNI DOM;DONJA LOMNICA, ŠKOLSKA 20 A;1462;756;756;726;30;93;34;17;281;79;2;111;90;19
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;031;DONJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE DONJE, DAVUTOVIÆI 15;338;115;115;106;9;13;5;1;40;7;2;18;18;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;032;DUBRANEC;DRUŠTVENI DOM;DUBRANEC 13;311;123;123;118;5;17;1;7;25;4;1;27;33;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;033;GORNJA LOMNICA;PROSTORIJE NK;GORNJA LOMNICA BB;464;184;184;172;12;28;7;3;65;15;2;30;19;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;034;GORNJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE GORNJE 41;368;152;152;141;11;26;3;5;39;12;0;30;23;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;035;GRADIÆI;DRUŠTVENI DOM;GRADIÆI, GRADIÆKA 33;1740;807;807;761;46;87;36;24;287;88;7;132;83;17
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;036;GUDCI;DRUŠTVENI DOM;GUDCI 52 A;366;151;151;139;12;27;3;3;38;4;1;52;7;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;037;GUSTELNICA;DRUŠTVENI DOM;GUSTELNICA 14 A;87;28;28;27;1;5;1;1;12;2;0;0;6;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;038;JAGODNO;DRUŠTVENI DOM;JAGODNO 45;503;157;157;153;4;8;2;3;59;21;0;31;23;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;039;KOBILIÆ;DRUŠTVENI DOM;KOBILIÆ 74;506;260;260;246;14;22;3;3;109;19;3;52;27;8
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;040;KOSNICA;DRUŠTVENI DOM;PETINA 32;814;283;283;264;19;36;4;5;93;26;4;39;51;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;041;KOZJAÈA;DRUŠTVENI DOM;KOZJAÈA, ŠKOLSKA CESTA 6;280;126;126;118;8;5;4;1;66;11;0;19;9;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;042;KUÈE;VATROGASNI DOM-NOVI;KUÈE, PETROVA 24/1;1207;540;539;514;25;65;14;8;154;72;10;84;91;16
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;043;LAZINA;DRUŠTVENI DOM;LAZINA ÈIÈKA 24/1;490;189;189;176;13;29;2;4;60;23;0;36;22;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;044;LEKNENO-TRNJE;"SPORTSKI DOM NK ""BUDUÆNOST"" (NOGOMETNO IGRALIŠTE)";LEKNENO, VELIKOGORIÈKA BB;386;133;133;127;6;22;5;1;42;14;1;21;19;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;045;LUKAVEC;DRUŠTVENI DOM;LUKAVEC, DOLENSKA 1;1093;532;532;506;26;47;19;8;194;25;0;137;64;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;046;MARKUŠEVEC;DRUŠTVENI DOM;MARKUŠEVEC 12 A;333;129;129;118;11;16;2;5;45;7;0;19;21;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;047;MIÈEVEC;DRUŠTVENI DOM;MIÈEVEC, TRG KARDINALA A. STEPINCA 7;1125;311;310;298;12;52;12;5;71;17;0;62;69;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;048;MRACLIN;VATROGASNI DOM;MRACLIN, BRAÆE RADIÆA 89 A;937;460;460;445;15;49;15;9;196;29;1;72;67;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;049;NOVO ÈIÈE;OSNOVNA ŠKOLA;NOVO ÈIÈE, TRG ANTUNA CVETKOVIÆA 27;1113;406;406;393;13;64;21;12;119;47;3;65;47;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;050;OGULINEC;DRUŠTVENI DOM;OGULINEC, OGULINEÈKA 11 A;271;116;116;108;8;29;1;2;36;3;2;15;20;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;051;OKUJE;PROSTORIJE MJESNOG ODBORA;OKUJE BB;387;195;195;189;6;24;3;6;99;10;2;22;21;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;052;PETROVINA;DRUŠTVENI DOM;PETROVINA, PETROVINSKA ULICA 34 A;660;390;390;353;37;53;5;7;145;37;3;53;44;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;053;RAKITOVEC;VATROGASNI DOM;RAKITOVEC 310;527;224;224;216;8;24;8;2;69;14;5;49;39;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;054;RIBNICA;VATROGASNI DOM;RIBNICA, ULICA HRVATSKOG PROLJEÆA 87;790;288;288;278;10;46;10;6;90;30;2;51;40;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;055;SELNICA;PROSTORIJE MJESNOG ODBORA-KONTEJNER;SELNICA ŠÈITARJEVSKA BB;440;171;171;164;7;18;2;0;77;16;2;24;23;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;056;SOP BUKEVSKI;PROSTORIJE MJESNOG ODBORA;SOP BUKEVSKI BB;70;29;29;29;0;4;0;0;13;1;0;3;8;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;057;STARO ÈIÈE;DRUŠTVENI DOM;STARO ÈIÈE, J. HABDELIÆA 21;649;271;271;262;9;34;6;9;73;21;3;70;39;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;058;STRMEC BUKEVSKI;KULTURNO-PROSVJETNI DOM;STRMEC BUKEVSKI 70;369;128;128;126;2;11;0;2;61;14;0;13;22;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;059;ŠÈITARJEVO;OSNOVNA ŠKOLA;ŠÈITARJEVO 104;1372;485;485;467;18;148;11;10;147;31;3;69;43;5
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;060;ŠILJAKOVINA;VATROGASNI DOM-NOVI;ŠILJAKOVINA, I. ŠABANA 2 C;599;250;250;246;4;28;4;1;98;33;3;30;40;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;061;TUROPOLJE;DRUŠTVENI DOM;TUROPOLJE, PROLETERSKA BB;670;261;261;253;8;27;2;6;95;17;6;48;48;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;062;VELIKA BUNA;DRUŠTVENI DOM;VELIKA BUNA, TUROPOLJSKO POSAVSKOG ODREDA  107;760;354;354;341;13;29;12;5;174;15;3;45;45;13
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;063;VELIKA BUNA;DRUŠTVENI DOM;MALA BUNA, MALOBUNSKA CESTA 2;224;114;114;108;6;10;1;5;57;4;0;12;19;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;064;VELIKA BUNA;DRUŠTVENI DOM;KLJUÈIÆ BRDO, KLJUÈIÆKA CESTA 80;179;71;71;69;2;5;1;1;35;12;0;7;7;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;065;VELIKA MLAKA;OSNOVNA ŠKOLA;VELIKA MLAKA, BRUNE BUŠIÆA 7;1648;641;639;610;29;88;24;7;195;90;2;149;45;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;066;VELIKA MLAKA;VATROGASNI DOM;VELIKA MLAKA, TRG MAJKE HRVATICE 17;1408;541;541;522;19;99;17;13;153;77;3;111;45;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;067;VUKOMERIÆ;DRUŠTVENI DOM;VUKOMERIÆ 17;115;47;47;43;4;5;4;1;16;2;0;9;5;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;068;VUKOVINA;"NK ""BAN JELAÈIÆ""";VUKOVINA, ŠKOLSKA ULICA 8A;906;397;396;364;32;36;5;7;122;47;2;55;82;8
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;001;VRBOVEC I;VELIKA GRADSKA VIJEÆNICA;TRG P. ZRINSKOG 9, VRBOVEC;702;404;404;391;13;27;17;2;56;19;2;202;60;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;002;VRBOVEC II;SALA UDRUŽENJA OBRTNIKA VRBOVEC;KRIŽEVAÈKA 4, VRBOVEC;436;255;255;246;9;16;4;2;40;2;0;107;66;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;003;VRBOVEC III;DRUŠTVENI DOM U GRADEÈKOJ ULICI;GRADEÈKA 70, VRBOVEC;402;239;239;230;9;16;7;2;20;15;2;105;57;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;004;VRBOVEC IV;UDRUGA UMIROVLJENIKA;BRDO 3, VRBOVEC;666;332;332;321;11;27;6;5;35;17;0;123;102;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;005;VRBOVEC V;DVORANA PUÈKOG OTVORENOG UÈILIŠTA VRBOVEC;KOLODVORSKA 1, VRBOVEC;633;273;273;262;11;15;4;2;26;11;4;130;66;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;006;VRBOVEC VI;POSLOVNI PROSTOR KIRŠA;BUBANJ 10;791;455;455;427;28;17;12;7;65;15;5;210;86;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;007;VRBOVEC VII;DJEÈJI VRTIÆ VRBOVEC, PODRUÈNI OBJEKT;EUGENA DE PIENNESA 14 F, VRBOVEC;794;443;443;425;18;15;6;2;46;12;2;229;98;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;008;VRBOVEÈKI PAVLOVEC;DRUŠTVENI DOM;VRBOVEÈKI PAVLOVEC 75, VRBOVEC;323;199;199;193;6;6;6;1;28;7;4;78;60;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;009;MARTINSKA VES;DRUŠTVENI DOM;RADNIÈKA 8, VRBOVEC;391;189;189;186;3;10;3;1;27;5;2;89;42;7
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;010;LUKA;DRUŠTVENI DOM;LUKA 46;767;378;378;355;23;20;7;2;74;23;2;139;77;11
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;011;NOVO SELO;DRUŠTVENI DOM;NOVO SELO BB;87;29;29;27;2;0;0;0;8;1;0;9;9;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;012;CELINE;VATROGASNI DOM;CELINE 54;798;445;445;427;18;17;4;2;50;13;4;215;112;10
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;013;CERJE;DRUŠTVENI DOM;CERJE 15;160;100;100;95;5;5;3;2;20;4;1;30;28;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;014;BRÈEVEC;DRUŠTVENI DOM;BRÈEVEC 46;469;218;218;209;9;10;4;1;34;6;3;63;82;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;015;POLJANA;DRUŠTVENI DOM;POLJANA 153;278;161;161;151;10;4;0;2;23;6;1;51;60;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;016;POLJANSKI LUG;DRUŠTVENI DOM;POLJANSKI LUG 11;314;149;149;144;5;2;1;0;22;11;1;48;54;5
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;017;PRILESJE;DRUŠTVENI DOM;PRILESJE 38;144;60;60;55;5;4;0;1;10;1;0;19;19;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;018;KONAK;DRUŠTVENI DOM;KONAK 12B;128;98;98;92;6;6;1;0;14;4;0;34;31;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;019;GORNJI TKALEC;VATROGASNI DOM;GORNJI TKALEC 47;228;92;92;88;4;1;1;1;21;3;0;18;43;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;020;ŽUNCI;VATROGASNI DOM;ŽUNCI 6;132;50;50;47;3;1;0;0;11;2;1;11;21;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;021;LOVREÈKA VELIKA;KUÆA KATICE ŠEREMET;LOVREÈKA VELIKA 21;172;101;101;98;3;5;3;1;9;2;0;39;35;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;022;GOSTOVIÆ;DRUŠTVENI DOM;GOSTOVIÆ 10;114;49;49;46;3;4;1;0;7;2;0;15;16;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;023;BANOVO;OSNOVNA ŠKOLA, UÈIONICA BR. 1;BANOVO 13;92;61;61;56;5;7;0;0;4;0;1;30;12;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;024;PODOLEC;OSNOVNA ŠKOLA, UÈIONICA BR. 2;BANOVO 13;132;48;48;47;1;6;1;0;4;2;1;18;14;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;025;LOVREÈKA VAROŠ;DRUŠTVENI DOM;LOVREÈKA VAROŠ 34;124;83;83;81;2;10;1;0;9;2;0;28;29;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;026;LUKOVO;DRUŠTVENI DOM;LUKOVO 78;154;85;85;84;1;10;0;0;14;2;2;23;31;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;027;TOPOLOVEC;KUÆA GORANA GREGURIÆA;TOPOLOVEC 5A;98;55;55;49;6;5;0;0;0;5;2;23;11;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;028;MARENIÆ;DRUŠTVENI DOM;MARENIÆ 28;107;45;45;44;1;3;0;0;12;0;0;12;17;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;029;LONJICA;VATROGASNI DOM;LONJICA 128;828;397;397;370;27;28;11;7;64;20;1;161;69;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;030;PESKOVEC;VATROGASNI DOM;PESKOVEC 39;250;102;102;91;11;7;0;0;12;1;0;48;22;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;031;GREDA;DRUŠTVENI DOM;GREDA 25;120;52;52;49;3;6;0;0;6;0;0;24;13;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;032;SAMOBOREC;DRUŠTVENI DOM;SAMOBOREC 11;86;63;63;62;1;3;0;0;16;0;0;19;23;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;033;GAJ;VATROGASNI DOM;GAJ 47;315;170;170;160;10;6;1;2;50;4;2;41;50;4
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;034;DIJANEŠ;DRUŠTVENI DOM;DIJANEŠ 61;133;74;74;73;1;0;0;0;14;1;0;21;35;2
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;035;KRKAÈ;DRUŠTVENI DOM;KRKAÈ BB;71;33;33;31;2;1;0;0;7;2;0;9;12;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;036;PIRAKOVEC;DRUŠTVENI DOM;PIRAKOVEC 13;118;57;57;53;4;8;0;1;4;2;1;16;20;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;037;DULEPSKA;DRUŠTVENI DOM;DULEPSKA 44;134;35;35;34;1;2;0;0;1;1;0;15;15;0
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;038;NEGOVEC;OSNOVNA ŠKOLA;NEGOVEC BB;134;59;59;56;3;3;3;2;12;0;0;13;22;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;039;VRHOVEC;DRUŠTVENI DOM;VRHOVEC 20;108;60;60;58;2;3;0;0;17;2;0;11;24;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;040;DONJI TKALEC;KUÆA ÐURE GLAVINCA;DONJI TKALEC 9;81;40;40;40;0;2;1;0;21;1;0;5;8;2
