Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;ANA BOLŠEC;STJEPAN KOŽIÆ;DOMAGOJ LOVRIÆ;MIHAEL ZMAJLOVIÆ
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;018;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";VELIKA GORICA, J. PUCEKOVIÆA 4;756;286;286;276;10;29;91;46;110
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;019;VLADIMIR NAZOR;PROSTORIJE GRADSKE ÈETVRTI;VELIKA GORICA, M. SLATINSKOG 4;966;388;388;369;19;22;143;58;146
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;020;KURILOVEC;VATROGASNI DOM;VELIKA GORICA, HORVATOVA 57;1426;596;594;561;33;45;254;103;159
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;021;KURILOVEC;"PROSTORIJE NK ""UDARNIK""";VELIKA GORICA, SPORTSKA 2;1709;651;651;620;31;57;272;113;178
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;022;PLESO;DRUŠTVENI DOM;VELIKA GORICA, Š. BREŠÈENSKOG 18;1200;642;642;604;38;42;312;92;158
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;023;RAKARJE;DRUŠTVENI DOM;VELIKA GORICA, RAKARSKA 55;940;446;446;420;26;36;226;80;78
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;024;BAPÈE;DRUŠTVENI DOM;BAPÈE 12 A;109;54;53;50;3;2;27;8;13
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;025;BUKOVÈAK;DRUŠTVENI DOM;BUKOVÈAK 18;51;27;27;27;0;0;23;1;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;026;BUŠEVEC-NOVO SELO;OSNOVNA ŠKOLA U BUŠEVCU;BUŠEVEC BB;916;426;424;411;13;26;219;40;126
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;027;CEROVSKI VRH;DRUŠTVENI DOM;CEROVSKI VRH 3 A;217;81;80;75;5;3;45;14;13
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;028;ÈIÈKA POLJANA;ZGRADA BIVŠE ŠKOLE;POLJANA ÈIÈKA 81;594;219;219;210;9;13;100;27;70
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;029;ÈRNKOVEC;DRUŠTVENI DOM;ÈRNKOVEC 55;387;147;147;137;10;6;80;30;21
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;030;DONJA LOMNICA;VATROGASNI DOM;DONJA LOMNICA, ŠKOLSKA 20 A;1462;756;756;720;36;56;405;127;132
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;031;DONJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE DONJE, DAVUTOVIÆI 15;338;115;115;105;10;10;61;16;18
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;032;DUBRANEC;DRUŠTVENI DOM;DUBRANEC 13;311;123;123;117;6;6;61;16;34
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;033;GORNJA LOMNICA;PROSTORIJE NK;GORNJA LOMNICA BB;464;185;185;172;13;17;90;31;34
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;034;GORNJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE GORNJE 41;368;152;152;139;13;7;69;26;37
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;035;GRADIÆI;DRUŠTVENI DOM;GRADIÆI, GRADIÆKA 33;1740;807;806;755;51;78;408;135;134
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;036;GUDCI;DRUŠTVENI DOM;GUDCI 52 A;366;151;151;136;15;9;54;24;49
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;037;GUSTELNICA;DRUŠTVENI DOM;GUSTELNICA 14 A;87;28;28;24;4;6;16;1;1
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;038;JAGODNO;DRUŠTVENI DOM;JAGODNO 45;503;157;157;148;9;9;83;17;39
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;039;KOBILIÆ;DRUŠTVENI DOM;KOBILIÆ 74;506;260;260;243;17;9;151;27;56
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;040;KOSNICA;DRUŠTVENI DOM;PETINA 32;814;284;284;267;17;16;171;31;49
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;041;KOZJAÈA;DRUŠTVENI DOM;KOZJAÈA, ŠKOLSKA CESTA 6;280;126;126;120;6;8;76;10;26
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;042;KUÈE;VATROGASNI DOM-NOVI;KUÈE, PETROVA 24/1;1207;540;540;512;28;49;280;72;111
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;043;LAZINA;DRUŠTVENI DOM;LAZINA ÈIÈKA 24/1;490;189;189;175;14;7;102;25;41
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;044;LEKNENO-TRNJE;"SPORTSKI DOM NK ""BUDUÆNOST"" (NOGOMETNO IGRALIŠTE)";LEKNENO, VELIKOGORIÈKA BB;386;133;133;128;5;6;76;21;25
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;045;LUKAVEC;DRUŠTVENI DOM;LUKAVEC, DOLENSKA 1;1093;532;532;508;24;47;275;44;142
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;046;MARKUŠEVEC;DRUŠTVENI DOM;MARKUŠEVEC 12 A;333;129;129;115;14;3;70;20;22
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;047;MIÈEVEC;DRUŠTVENI DOM;MIÈEVEC, TRG KARDINALA A. STEPINCA 7;1125;311;310;296;14;22;150;49;75
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;048;MRACLIN;VATROGASNI DOM;MRACLIN, BRAÆE RADIÆA 89 A;937;460;460;437;23;22;296;43;76
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;049;NOVO ÈIÈE;OSNOVNA ŠKOLA;NOVO ÈIÈE, TRG ANTUNA CVETKOVIÆA 27;1113;406;406;388;18;38;201;74;75
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;050;OGULINEC;DRUŠTVENI DOM;OGULINEC, OGULINEÈKA 11 A;271;116;116;109;7;4;57;26;22
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;051;OKUJE;PROSTORIJE MJESNOG ODBORA;OKUJE BB;387;195;195;186;9;6;136;23;21
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;052;PETROVINA;DRUŠTVENI DOM;PETROVINA, PETROVINSKA ULICA 34 A;660;390;390;332;58;24;194;53;61
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;053;RAKITOVEC;VATROGASNI DOM;RAKITOVEC 310;527;224;224;213;11;15;120;25;53
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;054;RIBNICA;VATROGASNI DOM;RIBNICA, ULICA HRVATSKOG PROLJEÆA 87;790;288;288;277;11;21;151;49;56
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;055;SELNICA;PROSTORIJE MJESNOG ODBORA-KONTEJNER;SELNICA ŠÈITARJEVSKA BB;440;171;171;165;6;7;109;23;26
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;056;SOP BUKEVSKI;PROSTORIJE MJESNOG ODBORA;SOP BUKEVSKI BB;70;29;29;29;0;0;23;3;3
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;057;STARO ÈIÈE;DRUŠTVENI DOM;STARO ÈIÈE, J. HABDELIÆA 21;649;271;271;262;9;12;132;37;81
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;058;STRMEC BUKEVSKI;KULTURNO-PROSVJETNI DOM;STRMEC BUKEVSKI 70;369;128;128;127;1;4;96;13;14
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;059;ŠÈITARJEVO;OSNOVNA ŠKOLA;ŠÈITARJEVO 104;1372;485;485;468;17;23;225;136;84
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;060;ŠILJAKOVINA;VATROGASNI DOM-NOVI;ŠILJAKOVINA, I. ŠABANA 2 C;599;250;250;243;7;11;159;31;42
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;061;TUROPOLJE;DRUŠTVENI DOM;TUROPOLJE, PROLETERSKA BB;670;261;261;253;8;8;157;25;63
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;062;VELIKA BUNA;DRUŠTVENI DOM;VELIKA BUNA, TUROPOLJSKO POSAVSKOG ODREDA  107;760;354;354;335;19;15;228;31;61
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;063;VELIKA BUNA;DRUŠTVENI DOM;MALA BUNA, MALOBUNSKA CESTA 2;224;114;114;108;6;2;79;11;16
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;064;VELIKA BUNA;DRUŠTVENI DOM;KLJUÈIÆ BRDO, KLJUÈIÆKA CESTA 80;179;71;71;67;4;9;42;7;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;065;VELIKA MLAKA;OSNOVNA ŠKOLA;VELIKA MLAKA, BRUNE BUŠIÆA 7;1648;641;640;599;41;54;264;108;173
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;066;VELIKA MLAKA;VATROGASNI DOM;VELIKA MLAKA, TRG MAJKE HRVATICE 17;1408;541;541;521;20;51;222;117;131
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;067;VUKOMERIÆ;DRUŠTVENI DOM;VUKOMERIÆ 17;115;47;47;43;4;4;22;5;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VELIKA GORICA;068;VUKOVINA;"NK ""BAN JELAÈIÆ""";VUKOVINA, ŠKOLSKA ULICA 8A;906;397;397;361;36;19;228;43;71
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;001;VRBOVEC I;VELIKA GRADSKA VIJEÆNICA;TRG P. ZRINSKOG 9, VRBOVEC;702;404;404;389;15;19;147;25;198
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;002;VRBOVEC II;SALA UDRUŽENJA OBRTNIKA VRBOVEC;KRIŽEVAÈKA 4, VRBOVEC;436;255;255;245;10;5;114;21;105
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;003;VRBOVEC III;DRUŠTVENI DOM U GRADEÈKOJ ULICI;GRADEÈKA 70, VRBOVEC;402;239;239;224;15;9;82;26;107
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;004;VRBOVEC IV;UDRUGA UMIROVLJENIKA;BRDO 3, VRBOVEC;666;332;332;319;13;19;160;20;120
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;005;VRBOVEC V;DVORANA PUÈKOG OTVORENOG UÈILIŠTA VRBOVEC;KOLODVORSKA 1, VRBOVEC;633;273;273;261;12;14;114;15;118
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;006;VRBOVEC VI;POSLOVNI PROSTOR KIRŠA;BUBANJ 10;791;455;455;429;26;24;186;18;201
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;007;VRBOVEC VII;DJEÈJI VRTIÆ VRBOVEC, PODRUÈNI OBJEKT;EUGENA DE PIENNESA 14 F, VRBOVEC;794;443;443;424;19;17;168;15;224
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;008;VRBOVEÈKI PAVLOVEC;DRUŠTVENI DOM;VRBOVEÈKI PAVLOVEC 75, VRBOVEC;323;199;199;191;8;13;98;3;77
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;009;MARTINSKA VES;DRUŠTVENI DOM;RADNIÈKA 8, VRBOVEC;391;189;189;185;4;5;80;9;91
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;010;LUKA;DRUŠTVENI DOM;LUKA 46;767;378;378;359;19;22;198;20;119
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;011;NOVO SELO;DRUŠTVENI DOM;NOVO SELO BB;87;29;29;25;4;0;16;0;9
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;012;CELINE;VATROGASNI DOM;CELINE 54;798;445;445;424;21;19;186;17;202
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;013;CERJE;DRUŠTVENI DOM;CERJE 15;160;101;101;95;6;4;52;6;33
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;014;BRÈEVEC;DRUŠTVENI DOM;BRÈEVEC 46;469;219;219;212;7;14;121;9;68
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;015;POLJANA;DRUŠTVENI DOM;POLJANA 153;278;161;161;157;4;2;101;7;47
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;016;POLJANSKI LUG;DRUŠTVENI DOM;POLJANSKI LUG 11;314;149;149;143;6;5;84;5;49
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;017;PRILESJE;DRUŠTVENI DOM;PRILESJE 38;144;60;60;56;4;0;32;4;20
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;018;KONAK;DRUŠTVENI DOM;KONAK 12B;128;98;98;91;7;2;46;6;37
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;019;GORNJI TKALEC;VATROGASNI DOM;GORNJI TKALEC 47;228;92;92;89;3;1;69;4;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;020;ŽUNCI;VATROGASNI DOM;ŽUNCI 6;132;50;50;47;3;2;31;1;13
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;021;LOVREÈKA VELIKA;KUÆA KATICE ŠEREMET;LOVREÈKA VELIKA 21;172;101;101;98;3;4;53;4;37
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;022;GOSTOVIÆ;DRUŠTVENI DOM;GOSTOVIÆ 10;114;49;49;44;5;5;19;4;16
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;023;BANOVO;OSNOVNA ŠKOLA, UÈIONICA BR. 1;BANOVO 13;92;61;61;58;3;0;23;6;29
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;024;PODOLEC;OSNOVNA ŠKOLA, UÈIONICA BR. 2;BANOVO 13;132;48;48;48;0;0;24;4;20
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;025;LOVREÈKA VAROŠ;DRUŠTVENI DOM;LOVREÈKA VAROŠ 34;124;83;83;80;3;4;41;8;27
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;026;LUKOVO;DRUŠTVENI DOM;LUKOVO 78;154;85;85;83;2;2;53;5;23
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;027;TOPOLOVEC;KUÆA GORANA GREGURIÆA;TOPOLOVEC 5A;98;55;55;49;6;0;14;8;27
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;028;MARENIÆ;DRUŠTVENI DOM;MARENIÆ 28;107;45;45;43;2;1;30;0;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;029;LONJICA;VATROGASNI DOM;LONJICA 128;828;404;404;376;28;21;160;29;166
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;030;PESKOVEC;VATROGASNI DOM;PESKOVEC 39;250;102;102;92;10;3;34;8;47
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;031;GREDA;DRUŠTVENI DOM;GREDA 25;120;52;52;49;3;1;18;4;26
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;032;SAMOBOREC;DRUŠTVENI DOM;SAMOBOREC 11;86;63;63;63;0;1;40;3;19
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;033;GAJ;VATROGASNI DOM;GAJ 47;315;170;170;163;7;10;105;2;46
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;034;DIJANEŠ;DRUŠTVENI DOM;DIJANEŠ 61;133;74;74;72;2;1;49;1;21
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;035;KRKAÈ;DRUŠTVENI DOM;KRKAÈ BB;71;33;33;32;1;1;23;0;8
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;036;PIRAKOVEC;DRUŠTVENI DOM;PIRAKOVEC 13;118;57;57;52;5;4;24;6;18
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;037;DULEPSKA;DRUŠTVENI DOM;DULEPSKA 44;134;35;35;34;1;0;18;1;15
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;038;NEGOVEC;OSNOVNA ŠKOLA;NEGOVEC BB;134;59;59;57;2;3;35;1;18
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;039;VRHOVEC;DRUŠTVENI DOM;VRHOVEC 20;108;60;60;59;1;2;45;0;12
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;040;DONJI TKALEC;KUÆA ÐURE GLAVINCA;DONJI TKALEC 9;81;40;40;40;0;3;27;4;6
01;ZAGREBAÈKA ŽUPANIJA;grad;VRBOVEC;041;HRUŠKOVICA;DRUŠTVENI DOM;MARENIÆ 28;50;26;26;24;2;0;14;0;10
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;001;HRUŠEVEC KUPLJENSKI;OSNOVNA ŠKOLA HRUŠEVEC KUPLJENSKI;HRUŠEVEC KUPLJENSKI, HRUŠEVEÈKA CESTA 20;452;207;207;199;8;5;148;12;34
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;002;KUPLJENOVO;DRUŠTVENI DOM KUPLJENOVO;KUPLJENOVO, MATIJE GUPCA 57;640;308;308;293;15;18;161;28;86
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;003;POJATNO;VATROGASNI DOM POJATNO;POJATNO, MATIJE GUPCA 90;1006;462;462;453;9;46;258;55;94
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;004;ŠIBICE;DRUŠTVENI DOM ŠIBICE;ŠIBICE, ZAGREBAÈKA 2;696;316;316;309;7;37;136;53;83
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;005;IVANEC BISTRANSKI;DRUŠTVENI DOM IVANEC;IVANEC BISTRANSKI, STUBIÈKA 75;773;327;327;313;14;35;141;56;81
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;006;JABLANOVEC;PODRUÈNA ŠKOLA JABLANOVEC;JABLANOVEC, STUBIÈKA 198;1262;449;448;433;15;55;177;110;91
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;007;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;1194;577;577;549;28;91;176;99;183
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;008;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;1249;556;556;525;31;92;166;108;159
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;009;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1054;479;478;462;16;54;177;114;117
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;010;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1062;405;405;386;19;59;132;75;120
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;011;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;1049;408;408;375;33;62;131;92;90
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;012;ZAPREŠIÆ;ZDRAVSTVENI CENTAR ZAPREŠIÆ SJEVER;ZAPREŠIÆ, MOKRIÈKA 54;956;352;352;339;13;39;139;72;89
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;013;ZAPREŠIÆ;ŠPORTSKO REKREACIJSKI CENTAR;ZAPREŠIÆ, VLADIMIRA NOVAKA 23;1173;526;524;506;18;81;159;82;184
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;014;ZAPREŠIÆ;POSLOVNI PROSTOR;"ZAPREŠIÆ, ANTE STARÈEVIÆA 11 (""PAVUNA"" D.O.O.)";1055;414;414;402;12;61;125;78;138
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;015;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);873;369;369;354;15;51;147;61;95
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;016;ZAPREŠIÆ;KLUB UMIROVLJENIKA;ZAPREŠIÆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIÆA);977;397;397;380;17;39;136;73;132
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;017;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""ANTUNA AUGUSTINÈIÆA""";ZAPREŠIÆ, VLADIMIRA NAZORA 2 A;1175;557;557;532;25;70;212;85;165
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;018;ZAPREŠIÆ;UDRUGA UMIROVLJENIKA;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 8/I;832;270;270;260;10;26;94;54;86
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;019;ZAPREŠIÆ;DVORANA ZA JUDO;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 18;1196;488;488;475;13;52;168;87;168
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;020;ZAPREŠIÆ;UDRUŽENJE OBRTNIKA;ULICA KARDINALA ALOJZIJA STEPINCA 2;1226;585;585;562;23;84;201;105;172
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;021;ZAPREŠIÆ;POSLOVNI PROSTOR;ZAPREŠIÆ, JURE PETREKOVIÆA 10A;1170;446;446;427;19;43;194;104;86
01;ZAGREBAÈKA ŽUPANIJA;grad;ZAPREŠIÆ;022;ZAPREŠIÆ;GRADSKA UPRAVA;ZAPREŠIÆ, NOVA ULICA 10;1019;494;494;471;23;49;220;94;108
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;001;BEDENICA;DRUŠTVENI DOM;BEDENICA 112;290;175;175;171;4;9;145;2;15
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;002;BELOSLAVEC;VATROGASNI DOM;BELOSLAVEC BB;207;107;107;105;2;3;96;3;3
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;003;TURKOVÈINA;VATROGASNI DOM;TURKOVÈINA BB;258;161;161;155;6;7;129;1;18
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;004;BOSNA;VATROGASNI DOM;BOSNA BB;79;52;52;50;2;1;43;1;5
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;005;OMAMNO;VATROGASNI DOM;OMAMNO BB;141;79;79;78;1;2;74;0;2
01;ZAGREBAÈKA ŽUPANIJA;opæina;BEDENICA;006;BIÈAKI;VATROGASNI DOM;BEDENICA BB;119;77;77;75;2;1;65;0;9
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;001;GORNJA BISTRA;DRUŠTVENI DOM GORNJA BISTRA;GORNJA BISTRA, DEDINJSKA 20;1368;536;536;499;37;36;345;40;78
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;002;OBOROVO BISTRANSKO;DRUŠTVENI DOM U OBOROVU BISTRANSKOM;OBOROVO BISTRANSKO, FRANJE GULIÆA 24;781;334;334;300;34;14;164;29;93
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;003;POLJANICA BISTRANSKA;KULTURNI CENTAR BISTRA;POLJANICA BISTRANSKA, BISTRANSKA 98;1121;474;474;458;16;35;284;60;79
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;004;DONJA BISTRA;VATROGASNI DOM U DONJOJ BISTRI;DONJA BISTRA, BISTRANSKA 2;1413;488;488;453;35;28;258;64;103
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;005;NOVAKI BISTRANSKI;DRUŠTVENI DOM U NOVAKIMA BISTRANSKIM;NOVAKI BISTRANSKI, SELSKA 43;658;282;282;270;12;19;143;43;65
01;ZAGREBAÈKA ŽUPANIJA;opæina;BISTRA;006;BUKOVJE BISTRANSKO;DRUŠTVENI DOM U BUKOVJU BISTRANSKOM;BUKOVJE BISTRANSKO, ZAGREBAÈKA 1;333;135;135;129;6;10;95;8;16
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;001;BRCKOVLJANI;"DOM KULTURE ""AUGUST CESAREC""";STJEPANA RADIÆA 80, BRCKOVLJANI;1669;488;488;465;23;26;284;67;88
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;002;HREBINEC;DRUŠTVENI DOM;HREBINEÈKA 81, HREBINEC;253;86;86;83;3;4;44;8;27
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;003;GRAÈEC;DRUŠTVENI DOM;ZAGREBAÈKA 29, GRAÈEC;975;367;367;354;13;20;247;32;55
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;004;ŠTAKOROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 33, ŠTAKOROVEC;662;221;221;214;7;14;119;25;56
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;005;PRIKRAJ;"DJEÈJI VRTIÆ ""DIDI""";S. RADIÆA 42, PRIKRAJ;601;176;176;169;7;6;113;17;33
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;006;GORNJA GREDA;DRUŠTVENI DOM;ZAGREBAÈKA 69, GORNJA GREDA;570;193;193;186;7;9;107;39;31
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;007;LUPOGLAV;DRUŠTVENI DOM;I. HORVATIÆA 91, LUPOGLAV;907;396;396;368;28;21;264;47;36
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;008;PREÈEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 52, PREÈEC;161;63;63;61;2;5;25;13;18
01;ZAGREBAÈKA ŽUPANIJA;opæina;BRCKOVLJANI;009;TEDROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 47, TEDROVEC;81;26;26;25;1;3;19;2;1
